variable_name,i,j,l,s,t,value
beta,no_index,4,no_index,no_index,5,653.38
beta,no_index,5,no_index,no_index,7,430.04
beta,no_index,6,no_index,no_index,9,1014.0
beta,no_index,7,no_index,no_index,10,582.192
beta,no_index,8,no_index,no_index,5,729.924
beta,no_index,9,no_index,no_index,3,1063.192
beta,no_index,10,no_index,no_index,4,96.61210381063788
beta,no_index,10,no_index,no_index,6,878.0758961893621
beta,no_index,11,no_index,no_index,4,698.932
beta,no_index,12,no_index,no_index,1,595.504
beta,no_index,13,no_index,no_index,2,314.3227612224794
beta,no_index,13,no_index,no_index,6,200.94523877752056
beta,no_index,14,no_index,no_index,9,621.504
beta,no_index,15,no_index,no_index,2,650.8919873023639
beta,no_index,15,no_index,no_index,3,69.36001269763607
beta,no_index,16,no_index,no_index,7,658.476
beta,no_index,17,no_index,no_index,2,632.8919999999999
beta,no_index,18,no_index,no_index,5,718.848
beta,no_index,19,no_index,no_index,5,486.564
beta,no_index,20,no_index,no_index,1,953.368
beta,no_index,21,no_index,no_index,2,960.076
beta,no_index,22,no_index,no_index,8,471.848
beta,no_index,23,no_index,no_index,8,841.88
beta,no_index,24,no_index,no_index,4,881.2959999999999
beta,no_index,25,no_index,no_index,2,773.5520000000006
beta,no_index,26,no_index,no_index,7,899.444
beta,no_index,27,no_index,no_index,1,739.492
beta,no_index,28,no_index,no_index,9,619.476
beta,no_index,29,no_index,no_index,2,936.4680000000008
beta,no_index,30,no_index,no_index,7,915.564
beta,no_index,31,no_index,no_index,4,1195.428
beta,no_index,32,no_index,no_index,7,663.6760000000004
beta,no_index,33,no_index,no_index,1,1101.256
beta,no_index,34,no_index,no_index,7,720.668
beta,no_index,35,no_index,no_index,8,501.8
beta,no_index,36,no_index,no_index,5,652.0799999999999
beta,no_index,37,no_index,no_index,9,689.156
beta,no_index,38,no_index,no_index,8,806.3639999999999
beta,no_index,39,no_index,no_index,5,738.2439999999999
beta,no_index,40,no_index,no_index,3,1074.476
beta,no_index,41,no_index,no_index,3,868.66
beta,no_index,42,no_index,no_index,8,525.304
beta,no_index,43,no_index,no_index,9,515.164
beta,no_index,44,no_index,no_index,3,133.0827431504203
beta,no_index,44,no_index,no_index,7,161.78401579710936
beta,no_index,44,no_index,no_index,9,400.2172410524703
beta,no_index,45,no_index,no_index,10,1005.3160000000006
beta,no_index,46,no_index,no_index,10,908.7
beta,no_index,47,no_index,no_index,6,108.10154606119914
beta,no_index,47,no_index,no_index,9,539.7144539388008
beta,no_index,48,no_index,no_index,6,108.46481880006468
beta,no_index,48,no_index,no_index,7,720.5711811999353
beta,no_index,49,no_index,no_index,3,634.14
beta,no_index,50,no_index,no_index,3,607.62
beta,no_index,51,no_index,no_index,5,893.9319999999999
beta,no_index,52,no_index,no_index,8,837.304
beta,no_index,53,no_index,no_index,3,1074.58
beta,no_index,54,no_index,no_index,10,469.5600000000004
beta,no_index,55,no_index,no_index,1,506.324
beta,no_index,56,no_index,no_index,6,454.688
beta,no_index,57,no_index,no_index,1,777.559042648697
beta,no_index,57,no_index,no_index,2,123.20148882645766
beta,no_index,57,no_index,no_index,3,132.40973426242303
beta,no_index,57,no_index,no_index,4,132.40973426242235
beta,no_index,58,no_index,no_index,6,262.883507976504
beta,no_index,58,no_index,no_index,7,124.93751942067011
beta,no_index,58,no_index,no_index,8,66.81497260282582
beta,no_index,59,no_index,no_index,6,963.196
beta,no_index,60,no_index,no_index,6,427.908
beta,no_index,61,no_index,no_index,5,113.4641780038779
beta,no_index,61,no_index,no_index,6,384.8044970858248
beta,no_index,61,no_index,no_index,7,71.02714690641828
beta,no_index,61,no_index,no_index,9,113.46417800387894
beta,no_index,62,no_index,no_index,3,855.192
beta,no_index,63,no_index,no_index,5,464.7298648904764
beta,no_index,63,no_index,no_index,6,168.83813510952362
beta,no_index,64,no_index,no_index,6,875.784
beta,no_index,65,no_index,no_index,4,450.68838001567457
beta,no_index,65,no_index,no_index,8,509.3876199843254
beta,no_index,66,no_index,no_index,10,1002.716
beta,no_index,67,no_index,no_index,5,745.004
beta,no_index,68,no_index,no_index,10,571.376
beta,no_index,69,no_index,no_index,4,740.376
beta,no_index,70,no_index,no_index,5,713.752
beta,no_index,71,no_index,no_index,4,1052.844
beta,no_index,72,no_index,no_index,4,656.76
beta,no_index,73,no_index,no_index,8,65.43682408871439
beta,no_index,73,no_index,no_index,9,65.43682408871439
beta,no_index,73,no_index,no_index,10,1020.5623518225711
beta,no_index,74,no_index,no_index,1,786.682597351303
beta,no_index,74,no_index,no_index,2,138.91740264869696
beta,no_index,75,no_index,no_index,6,626.4960000000002
