variable_name,i,j,l,s,t,value
z,61,27,3,43,no_index,1.0
z,61,97,3,36,no_index,1.0
z,62,62,3,47,no_index,1.0
z,62,72,3,48,no_index,1.0
z,70,16,3,38,no_index,1.0
z,71,49,3,16,no_index,1.0
z,72,72,3,49,no_index,1.0
z,72,72,3,50,no_index,1.0
z,73,74,3,6,no_index,1.0
z,74,35,3,7,no_index,1.0
z,76,40,3,40,no_index,1.0
z,77,61,3,42,no_index,1.0
z,81,48,3,11,no_index,1.0
z,82,12,3,28,no_index,1.0
z,85,38,3,33,no_index,1.0
z,87,61,3,35,no_index,1.0
z,93,82,3,27,no_index,1.0
z,94,81,3,10,no_index,1.0
z,96,30,3,13,no_index,1.0
z,96,46,3,22,no_index,1.0
z,96,96,3,21,no_index,1.0
z,97,70,3,37,no_index,1.0
z,100,33,3,30,no_index,1.0
z,3,10,4,33,no_index,1.0
z,3,10,4,39,no_index,1.0
z,5,97,4,19,no_index,1.0
z,10,10,4,34,no_index,1.0
z,10,10,4,35,no_index,1.0
z,10,10,4,36,no_index,1.0
z,10,83,4,40,no_index,1.0
z,10,100,4,37,no_index,1.0
z,11,11,4,21,no_index,1.0
z,11,11,4,22,no_index,1.0
z,11,11,4,23,no_index,1.0
z,11,11,4,24,no_index,1.0
z,11,39,4,25,no_index,1.0
z,15,39,4,10,no_index,1.0
z,19,41,4,30,no_index,1.0
z,19,60,4,15,no_index,1.0
z,21,15,4,9,no_index,1.0
z,29,99,4,27,no_index,1.0
z,30,21,4,8,no_index,1.0
z,37,19,4,29,no_index,1.0
z,39,29,4,26,no_index,1.0
z,39,87,4,11,no_index,1.0
z,41,3,4,32,no_index,1.0
z,41,41,4,31,no_index,1.0
z,54,60,4,13,no_index,1.0
z,60,19,4,14,no_index,1.0
z,60,60,4,16,no_index,1.0
z,60,66,4,17,no_index,1.0
z,66,5,4,18,no_index,1.0
z,75,30,4,7,no_index,1.0
z,75,75,4,1,no_index,1.0
z,75,75,4,2,no_index,1.0
z,75,75,4,3,no_index,1.0
z,75,75,4,4,no_index,1.0
z,75,75,4,5,no_index,1.0
z,75,75,4,6,no_index,1.0
z,83,83,4,41,no_index,1.0
z,83,83,4,42,no_index,1.0
z,83,83,4,45,no_index,1.0
z,83,83,4,46,no_index,1.0
z,83,83,4,47,no_index,1.0
z,83,83,4,48,no_index,1.0
z,83,89,4,43,no_index,1.0
z,83,95,4,49,no_index,1.0
z,87,54,4,12,no_index,1.0
z,89,83,4,44,no_index,1.0
z,95,55,4,50,no_index,1.0
z,97,11,4,20,no_index,1.0
z,99,37,4,28,no_index,1.0
z,100,3,4,38,no_index,1.0
z,1,1,5,1,no_index,1.0
z,1,15,5,2,no_index,1.0
z,2,40,5,49,no_index,1.0
z,2,80,5,43,no_index,1.0
z,5,100,5,34,no_index,1.0
z,9,67,5,24,no_index,1.0
z,9,69,5,11,no_index,1.0
z,15,15,5,3,no_index,1.0
z,15,71,5,4,no_index,1.0
z,25,26,5,6,no_index,1.0
z,26,86,5,7,no_index,1.0
z,30,69,5,27,no_index,1.0
z,36,36,5,29,no_index,1.0
z,36,36,5,30,no_index,1.0
z,36,80,5,31,no_index,1.0
z,36,86,5,19,no_index,1.0
z,40,23,5,50,no_index,1.0
z,55,98,5,37,no_index,1.0
z,63,2,5,42,no_index,1.0
z,65,86,5,16,no_index,1.0
z,67,75,5,25,no_index,1.0
z,69,36,5,28,no_index,1.0
z,69,86,5,12,no_index,1.0
z,69,86,5,22,no_index,1.0
z,71,25,5,5,no_index,1.0
z,71,55,5,36,no_index,1.0
z,72,86,5,45,no_index,1.0
z,75,30,5,26,no_index,1.0
z,80,2,5,48,no_index,1.0
z,80,5,5,33,no_index,1.0
z,80,63,5,41,no_index,1.0
z,80,72,5,44,no_index,1.0
z,80,80,5,32,no_index,1.0
z,80,80,5,39,no_index,1.0
z,80,80,5,40,no_index,1.0
z,80,80,5,47,no_index,1.0
z,86,9,5,10,no_index,1.0
z,86,9,5,23,no_index,1.0
z,86,36,5,18,no_index,1.0
z,86,65,5,15,no_index,1.0
z,86,69,5,21,no_index,1.0
z,86,80,5,46,no_index,1.0
z,86,86,5,8,no_index,1.0
z,86,86,5,9,no_index,1.0
z,86,86,5,13,no_index,1.0
z,86,86,5,14,no_index,1.0
z,86,86,5,17,no_index,1.0
z,86,86,5,20,no_index,1.0
z,98,80,5,38,no_index,1.0
z,100,71,5,35,no_index,1.0
z,1,1,6,22,no_index,1.0
z,1,34,6,23,no_index,1.0
z,2,28,6,30,no_index,1.0
z,4,20,6,37,no_index,1.0
z,11,2,6,29,no_index,1.0
z,13,43,6,5,no_index,1.0
z,18,19,6,7,no_index,1.0
z,19,43,6,8,no_index,1.0
z,20,58,6,38,no_index,1.0
z,24,46,6,43,no_index,1.0
z,28,28,6,31,no_index,1.0
z,28,33,6,32,no_index,1.0
z,29,29,6,10,no_index,1.0
z,29,57,6,34,no_index,1.0
z,29,84,6,11,no_index,1.0
z,33,29,6,33,no_index,1.0
z,34,48,6,24,no_index,1.0
z,41,1,6,21,no_index,1.0
z,41,41,6,13,no_index,1.0
z,41,60,6,14,no_index,1.0
z,43,18,6,6,no_index,1.0
z,43,29,6,9,no_index,1.0
z,44,53,6,16,no_index,1.0
z,45,84,6,18,no_index,1.0
z,46,56,6,44,no_index,1.0
z,48,57,6,25,no_index,1.0
z,53,4,6,36,no_index,1.0
z,53,45,6,17,no_index,1.0
z,56,98,6,45,no_index,1.0
z,57,53,6,35,no_index,1.0
z,57,68,6,26,no_index,1.0
z,58,89,6,39,no_index,1.0
z,60,44,6,15,no_index,1.0
z,68,97,6,27,no_index,1.0
z,70,24,6,42,no_index,1.0
z,84,41,6,12,no_index,1.0
z,84,89,6,19,no_index,1.0
z,89,41,6,20,no_index,1.0
z,89,90,6,40,no_index,1.0
z,90,70,6,41,no_index,1.0
z,91,13,6,4,no_index,1.0
z,91,91,6,1,no_index,1.0
z,91,91,6,2,no_index,1.0
z,91,91,6,3,no_index,1.0
z,97,11,6,28,no_index,1.0
z,98,47,6,50,no_index,1.0
z,98,98,6,46,no_index,1.0
z,98,98,6,47,no_index,1.0
z,98,98,6,48,no_index,1.0
z,98,98,6,49,no_index,1.0
theta,no_index,no_index,no_index,no_index,no_index,342148049.346425
alpha,no_index,no_index,no_index,no_index,1,533.2677771502384
alpha,no_index,no_index,no_index,no_index,2,326.34086633525425
alpha,no_index,no_index,no_index,no_index,3,305.1803301727268
alpha,no_index,no_index,no_index,no_index,4,280.33804757096004
alpha,no_index,no_index,no_index,no_index,5,190.21568150517027
alpha,no_index,no_index,no_index,no_index,6,225.25827092386973
alpha,no_index,no_index,no_index,no_index,7,267.6902709238697
alpha,no_index,no_index,no_index,no_index,8,274.6789934721791
alpha,no_index,no_index,no_index,no_index,9,284.6256235594208
alpha,no_index,no_index,no_index,no_index,10,443.4113829684001
beta,no_index,1,no_index,no_index,5,84.04372659860547
beta,no_index,2,no_index,no_index,6,35.016722548309275
beta,no_index,4,no_index,no_index,5,195.45905409878088
beta,no_index,9,no_index,no_index,5,213.36745215957544
beta,no_index,12,no_index,no_index,6,77.4933989034034
beta,no_index,29,no_index,no_index,6,62.006591817006296
beta,no_index,33,no_index,no_index,6,121.86983459283968
beta,no_index,36,no_index,no_index,6,485.15968150517017
beta,no_index,39,no_index,no_index,5,64.63161361292069
beta,no_index,39,no_index,no_index,6,130.02156762278503
beta,no_index,41,no_index,no_index,6,116.96108040857368
beta,no_index,48,no_index,no_index,5,156.6839883221029
beta,no_index,53,no_index,no_index,6,110.97372907613024
beta,no_index,54,no_index,no_index,5,92.92594075114278
beta,no_index,57,no_index,no_index,5,336.49804757095995
beta,no_index,58,no_index,no_index,5,50.269325022650605
beta,no_index,60,no_index,no_index,3,32.06994389917952
beta,no_index,66,no_index,no_index,6,102.02368150517027
beta,no_index,67,no_index,no_index,5,72.19512198684862
beta,no_index,69,no_index,no_index,5,353.9257173982332
beta,no_index,75,no_index,no_index,5,115.75567500933698
beta,no_index,76,no_index,no_index,5,182.86327745169055
beta,no_index,82,no_index,no_index,5,12.43404757095999
beta,no_index,93,no_index,no_index,5,324.90204757095995
beta,no_index,96,no_index,no_index,5,277.10994075114274
